District,Region,AC Name,PC Name,Year,AC No,PC No,Constituency_Type,CandID,Candidate,Party,Votes,Rank,Valid_Votes,Vote_Share_Percentage,Margin,Margin_Percentage,ENOP,Candidate_Type
SAHARANPUR,Pashchimanchal,BEHAT,Saharanpur,2014,1,1,GEN,1,IMRAN MASOOD,INC,89920,1,243593,36.91,-10555,-4.33,3.45,GEN
SAHARANPUR,Pashchimanchal,BEHAT,Saharanpur,2014,1,1,GEN,3,RAGHAV LAKHANPAL,BJP,79365,2,243593,32.58,10555,4.33,3.45,GEN
SAHARANPUR,Pashchimanchal,BEHAT,Saharanpur,2014,1,1,GEN,2,JAGDISH SINGH RANA,BSP,50582,3,243593,20.76,39338,16.15,3.45,GEN
SAHARANPUR,Pashchimanchal,BEHAT,Saharanpur,2014,1,1,GEN,4,SHAZAN MASOOD URF SHADAN MASOOD,SP,16978,4,243593,6.97,72942,29.94,3.45,GEN
SAHARANPUR,Pashchimanchal,BEHAT,Saharanpur,2014,1,1,GEN,15,None of the Above,NOTA,1855,5,243593,0.76,88065,36.15,3.45,
SAHARANPUR,Pashchimanchal,BEHAT,Saharanpur,2014,1,1,GEN,13,SESHRAJ,IND,1197,6,243593,0.49,88723,36.42,3.45,GEN
SAHARANPUR,Pashchimanchal,BEHAT,Saharanpur,2014,1,1,GEN,14,HANSRAJ SAINI,IND,1070,7,243593,0.44,88850,36.47,3.45,GEN
SAHARANPUR,Pashchimanchal,BEHAT,Saharanpur,2014,1,1,GEN,12,CP VERMA,IND,564,8,243593,0.23,89356,36.68,3.45,SC
SAHARANPUR,Pashchimanchal,BEHAT,Saharanpur,2014,1,1,GEN,9,SHIV KUMAR,ASP,534,9,243593,0.22,89386,36.69,3.45,SC
SAHARANPUR,Pashchimanchal,BEHAT,Saharanpur,2014,1,1,GEN,5,YOGESH KUMAR,AAAP,384,10,243593,0.16,89536,36.75,3.45,GEN
SAHARANPUR,Pashchimanchal,BEHAT,Saharanpur,2014,1,1,GEN,11,RAGHUVEER SINGH BODH,IND,315,11,243593,0.13,89605,36.78,3.45,SC
SAHARANPUR,Pashchimanchal,BEHAT,Saharanpur,2014,1,1,GEN,6,RATAN SINGH,BMUP,262,12,243593,0.11,89658,36.8,3.45,SC
SAHARANPUR,Pashchimanchal,BEHAT,Saharanpur,2014,1,1,GEN,10,MOHD. FIROZ AFTAB,IND,240,13,243593,0.1,89680,36.81,3.45,GEN
SAHARANPUR,Pashchimanchal,BEHAT,Saharanpur,2014,1,1,GEN,8,SHAHANAVAJ,RJ,174,14,243593,0.07,89746,36.84,3.45,GEN
SAHARANPUR,Pashchimanchal,BEHAT,Saharanpur,2014,1,1,GEN,7,RAJENDER KUMAR,ARVP,153,15,243593,0.06,89767,36.85,3.45,SC
SAHARANPUR,Pashchimanchal,NAKUR,Kairana,2014,2,2,GEN,4,HUKUM SINGH,BJP,108583,1,247651,43.85,-34198,-13.81,3.03,GEN
SAHARANPUR,Pashchimanchal,NAKUR,Kairana,2014,2,2,GEN,3,NAHID HASAN,SP,74385,2,247651,30.04,34198,13.81,3.03,GEN
SAHARANPUR,Pashchimanchal,NAKUR,Kairana,2014,2,2,GEN,2,KANWAR HASAN,BSP,55945,3,247651,22.59,52638,21.26,3.03,GEN
SAHARANPUR,Pashchimanchal,NAKUR,Kairana,2014,2,2,GEN,1,KARTAR SINGH BHADANA,RLD,3800,4,247651,1.53,104783,42.32,3.03,GEN
SAHARANPUR,Pashchimanchal,NAKUR,Kairana,2014,2,2,GEN,5,DIVAKAR KASHYAP,AITC,1313,5,247651,0.53,107270,43.32,3.03,GEN
SAHARANPUR,Pashchimanchal,NAKUR,Kairana,2014,2,2,GEN,12,None of the Above,NOTA,944,6,247651,0.38,107639,43.47,3.03,
SAHARANPUR,Pashchimanchal,NAKUR,Kairana,2014,2,2,GEN,10,KRISHANPAL,IND,782,7,247651,0.32,107801,43.53,3.03,GEN
SAHARANPUR,Pashchimanchal,NAKUR,Kairana,2014,2,2,GEN,9,SUNIL KUMAR KASANA,AAAP,649,8,247651,0.26,107934,43.59,3.03,GEN
SAHARANPUR,Pashchimanchal,NAKUR,Kairana,2014,2,2,GEN,11,MOHANLAL,IND,502,9,247651,0.2,108081,43.65,3.03,GEN
SAHARANPUR,Pashchimanchal,NAKUR,Kairana,2014,2,2,GEN,6,PARDIP,BMUP,329,10,247651,0.13,108254,43.72,3.03,GEN
SAHARANPUR,Pashchimanchal,NAKUR,Kairana,2014,2,2,GEN,7,RAMKARAN KASHYAP,BaVaP,248,11,247651,0.1,108335,43.75,3.03,GEN
SAHARANPUR,Pashchimanchal,NAKUR,Kairana,2014,2,2,GEN,8,SUNITA,JD(U),171,12,247651,0.07,108412,43.78,3.03,GEN
SAHARANPUR,Pashchimanchal,SAHARANPUR NAGAR,Saharanpur,2014,3,1,GEN,3,RAGHAV LAKHANPAL,BJP,133577,1,269878,49.5,-23784,-8.82,2.38,GEN
SAHARANPUR,Pashchimanchal,SAHARANPUR NAGAR,Saharanpur,2014,3,1,GEN,1,IMRAN MASOOD,INC,109793,2,269878,40.68,23784,8.82,2.38,GEN
SAHARANPUR,Pashchimanchal,SAHARANPUR NAGAR,Saharanpur,2014,3,1,GEN,2,JAGDISH SINGH RANA,BSP,15077,3,269878,5.59,118500,43.91,2.38,GEN
SAHARANPUR,Pashchimanchal,SAHARANPUR NAGAR,Saharanpur,2014,3,1,GEN,4,SHAZAN MASOOD URF SHADAN MASOOD,SP,6718,4,269878,2.49,126859,47.01,2.38,GEN
SAHARANPUR,Pashchimanchal,SAHARANPUR NAGAR,Saharanpur,2014,3,1,GEN,5,YOGESH KUMAR,AAAP,1385,5,269878,0.51,132192,48.99,2.38,GEN
SAHARANPUR,Pashchimanchal,SAHARANPUR NAGAR,Saharanpur,2014,3,1,GEN,15,None of the Above,NOTA,1201,6,269878,0.45,132376,49.05,2.38,
SAHARANPUR,Pashchimanchal,SAHARANPUR NAGAR,Saharanpur,2014,3,1,GEN,13,SESHRAJ,IND,540,7,269878,0.2,133037,49.3,2.38,GEN
SAHARANPUR,Pashchimanchal,SAHARANPUR NAGAR,Saharanpur,2014,3,1,GEN,14,HANSRAJ SAINI,IND,491,8,269878,0.18,133086,49.32,2.38,GEN
SAHARANPUR,Pashchimanchal,SAHARANPUR NAGAR,Saharanpur,2014,3,1,GEN,9,SHIV KUMAR,ASP,266,9,269878,0.1,133311,49.4,2.38,SC
SAHARANPUR,Pashchimanchal,SAHARANPUR NAGAR,Saharanpur,2014,3,1,GEN,12,CP VERMA,IND,243,10,269878,0.09,133334,49.41,2.38,SC
SAHARANPUR,Pashchimanchal,SAHARANPUR NAGAR,Saharanpur,2014,3,1,GEN,11,RAGHUVEER SINGH BODH,IND,164,11,269878,0.06,133413,49.44,2.38,SC
SAHARANPUR,Pashchimanchal,SAHARANPUR NAGAR,Saharanpur,2014,3,1,GEN,6,RATAN SINGH,BMUP,163,12,269878,0.06,133414,49.44,2.38,SC
SAHARANPUR,Pashchimanchal,SAHARANPUR NAGAR,Saharanpur,2014,3,1,GEN,7,RAJENDER KUMAR,ARVP,92,13,269878,0.03,133485,49.47,2.38,SC
SAHARANPUR,Pashchimanchal,SAHARANPUR NAGAR,Saharanpur,2014,3,1,GEN,10,MOHD. FIROZ AFTAB,IND,85,14,269878,0.03,133492,49.47,2.38,GEN
SAHARANPUR,Pashchimanchal,SAHARANPUR NAGAR,Saharanpur,2014,3,1,GEN,8,SHAHANAVAJ,RJ,83,15,269878,0.03,133494,49.47,2.38,GEN
SAHARANPUR,Pashchimanchal,SAHARANPUR,Saharanpur,2014,4,1,GEN,1,IMRAN MASOOD,INC,84823,1,228013,37.2,-16200,-7.1,3.33,GEN
SAHARANPUR,Pashchimanchal,SAHARANPUR,Saharanpur,2014,4,1,GEN,3,RAGHAV LAKHANPAL,BJP,68623,2,228013,30.1,16200,7.1,3.33,GEN
SAHARANPUR,Pashchimanchal,SAHARANPUR,Saharanpur,2014,4,1,GEN,2,JAGDISH SINGH RANA,BSP,59742,3,228013,26.2,25081,11,3.33,GEN
SAHARANPUR,Pashchimanchal,SAHARANPUR,Saharanpur,2014,4,1,GEN,4,SHAZAN MASOOD URF SHADAN MASOOD,SP,10324,4,228013,4.53,74499,32.67,3.33,GEN
SAHARANPUR,Pashchimanchal,SAHARANPUR,Saharanpur,2014,4,1,GEN,15,None of the Above,NOTA,1196,5,228013,0.52,83627,36.68,3.33,
SAHARANPUR,Pashchimanchal,SAHARANPUR,Saharanpur,2014,4,1,GEN,14,HANSRAJ SAINI,IND,803,6,228013,0.35,84020,36.85,3.33,GEN
SAHARANPUR,Pashchimanchal,SAHARANPUR,Saharanpur,2014,4,1,GEN,13,SESHRAJ,IND,675,7,228013,0.3,84148,36.9,3.33,GEN
SAHARANPUR,Pashchimanchal,SAHARANPUR,Saharanpur,2014,4,1,GEN,5,YOGESH KUMAR,AAAP,389,8,228013,0.17,84434,37.03,3.33,GEN
SAHARANPUR,Pashchimanchal,SAHARANPUR,Saharanpur,2014,4,1,GEN,12,CP VERMA,IND,376,9,228013,0.16,84447,37.04,3.33,SC
SAHARANPUR,Pashchimanchal,SAHARANPUR,Saharanpur,2014,4,1,GEN,9,SHIV KUMAR,ASP,321,10,228013,0.14,84502,37.06,3.33,SC
SAHARANPUR,Pashchimanchal,SAHARANPUR,Saharanpur,2014,4,1,GEN,11,RAGHUVEER SINGH BODH,IND,224,11,228013,0.1,84599,37.1,3.33,SC
SAHARANPUR,Pashchimanchal,SAHARANPUR,Saharanpur,2014,4,1,GEN,6,RATAN SINGH,BMUP,222,12,228013,0.1,84601,37.1,3.33,SC
SAHARANPUR,Pashchimanchal,SAHARANPUR,Saharanpur,2014,4,1,GEN,10,MOHD. FIROZ AFTAB,IND,119,13,228013,0.05,84704,37.15,3.33,GEN
SAHARANPUR,Pashchimanchal,SAHARANPUR,Saharanpur,2014,4,1,GEN,8,SHAHANAVAJ,RJ,98,14,228013,0.04,84725,37.16,3.33,GEN
SAHARANPUR,Pashchimanchal,SAHARANPUR,Saharanpur,2014,4,1,GEN,7,RAJENDER KUMAR,ARVP,78,15,228013,0.03,84745,37.17,3.33,SC
SAHARANPUR,Pashchimanchal,DEOBAND,Saharanpur,2014,5,1,GEN,3,RAGHAV LAKHANPAL,BJP,104051,1,232723,44.71,-36903,-15.86,3.12,GEN
SAHARANPUR,Pashchimanchal,DEOBAND,Saharanpur,2014,5,1,GEN,1,IMRAN MASOOD,INC,67148,2,232723,28.85,36903,15.86,3.12,GEN
SAHARANPUR,Pashchimanchal,DEOBAND,Saharanpur,2014,5,1,GEN,2,JAGDISH SINGH RANA,BSP,46106,3,232723,19.81,57945,24.9,3.12,GEN
SAHARANPUR,Pashchimanchal,DEOBAND,Saharanpur,2014,5,1,GEN,4,SHAZAN MASOOD URF SHADAN MASOOD,SP,10834,4,232723,4.66,93217,40.05,3.12,GEN
SAHARANPUR,Pashchimanchal,DEOBAND,Saharanpur,2014,5,1,GEN,15,None of the Above,NOTA,1016,5,232723,0.44,103035,44.27,3.12,
SAHARANPUR,Pashchimanchal,DEOBAND,Saharanpur,2014,5,1,GEN,13,SESHRAJ,IND,805,6,232723,0.35,103246,44.36,3.12,GEN
SAHARANPUR,Pashchimanchal,DEOBAND,Saharanpur,2014,5,1,GEN,14,HANSRAJ SAINI,IND,765,7,232723,0.33,103286,44.38,3.12,GEN
SAHARANPUR,Pashchimanchal,DEOBAND,Saharanpur,2014,5,1,GEN,12,CP VERMA,IND,458,8,232723,0.2,103593,44.51,3.12,SC
SAHARANPUR,Pashchimanchal,DEOBAND,Saharanpur,2014,5,1,GEN,9,SHIV KUMAR,ASP,429,9,232723,0.18,103622,44.53,3.12,SC
SAHARANPUR,Pashchimanchal,DEOBAND,Saharanpur,2014,5,1,GEN,5,YOGESH KUMAR,AAAP,366,10,232723,0.16,103685,44.55,3.12,GEN
SAHARANPUR,Pashchimanchal,DEOBAND,Saharanpur,2014,5,1,GEN,6,RATAN SINGH,BMUP,266,11,232723,0.11,103785,44.6,3.12,SC
SAHARANPUR,Pashchimanchal,DEOBAND,Saharanpur,2014,5,1,GEN,11,RAGHUVEER SINGH BODH,IND,177,12,232723,0.08,103874,44.63,3.12,SC
SAHARANPUR,Pashchimanchal,DEOBAND,Saharanpur,2014,5,1,GEN,10,MOHD. FIROZ AFTAB,IND,123,13,232723,0.05,103928,44.66,3.12,GEN
SAHARANPUR,Pashchimanchal,DEOBAND,Saharanpur,2014,5,1,GEN,8,SHAHANAVAJ,RJ,98,14,232723,0.04,103953,44.67,3.12,GEN
SAHARANPUR,Pashchimanchal,DEOBAND,Saharanpur,2014,5,1,GEN,7,RAJENDER KUMAR,ARVP,81,15,232723,0.03,103970,44.68,3.12,SC
SAHARANPUR,Pashchimanchal,RAMPUR MANIHARAN,Saharanpur,2014,6,1,SC,3,RAGHAV LAKHANPAL,BJP,86645,1,218879,39.59,-23453,-10.72,3.23,GEN
SAHARANPUR,Pashchimanchal,RAMPUR MANIHARAN,Saharanpur,2014,6,1,SC,2,JAGDISH SINGH RANA,BSP,63192,2,218879,28.87,23453,10.72,3.23,GEN
SAHARANPUR,Pashchimanchal,RAMPUR MANIHARAN,Saharanpur,2014,6,1,SC,1,IMRAN MASOOD,INC,56132,3,218879,25.65,30513,13.94,3.23,GEN
SAHARANPUR,Pashchimanchal,RAMPUR MANIHARAN,Saharanpur,2014,6,1,SC,4,SHAZAN MASOOD URF SHADAN MASOOD,SP,7882,4,218879,3.6,78763,35.99,3.23,GEN
SAHARANPUR,Pashchimanchal,RAMPUR MANIHARAN,Saharanpur,2014,6,1,SC,15,None of the Above,NOTA,992,5,218879,0.45,85653,39.14,3.23,
SAHARANPUR,Pashchimanchal,RAMPUR MANIHARAN,Saharanpur,2014,6,1,SC,14,HANSRAJ SAINI,IND,939,6,218879,0.43,85706,39.16,3.23,GEN
SAHARANPUR,Pashchimanchal,RAMPUR MANIHARAN,Saharanpur,2014,6,1,SC,13,SESHRAJ,IND,839,7,218879,0.38,85806,39.21,3.23,GEN
SAHARANPUR,Pashchimanchal,RAMPUR MANIHARAN,Saharanpur,2014,6,1,SC,5,YOGESH KUMAR,AAAP,531,8,218879,0.24,86114,39.35,3.23,GEN
SAHARANPUR,Pashchimanchal,RAMPUR MANIHARAN,Saharanpur,2014,6,1,SC,12,CP VERMA,IND,471,9,218879,0.22,86174,39.37,3.23,SC
SAHARANPUR,Pashchimanchal,RAMPUR MANIHARAN,Saharanpur,2014,6,1,SC,6,RATAN SINGH,BMUP,450,10,218879,0.21,86195,39.38,3.23,SC
SAHARANPUR,Pashchimanchal,RAMPUR MANIHARAN,Saharanpur,2014,6,1,SC,9,SHIV KUMAR,ASP,335,11,218879,0.15,86310,39.44,3.23,SC
SAHARANPUR,Pashchimanchal,RAMPUR MANIHARAN,Saharanpur,2014,6,1,SC,11,RAGHUVEER SINGH BODH,IND,184,12,218879,0.08,86461,39.51,3.23,SC
SAHARANPUR,Pashchimanchal,RAMPUR MANIHARAN,Saharanpur,2014,6,1,SC,10,MOHD. FIROZ AFTAB,IND,125,13,218879,0.06,86520,39.53,3.23,GEN
SAHARANPUR,Pashchimanchal,RAMPUR MANIHARAN,Saharanpur,2014,6,1,SC,8,SHAHANAVAJ,RJ,100,14,218879,0.05,86545,39.54,3.23,GEN
SAHARANPUR,Pashchimanchal,RAMPUR MANIHARAN,Saharanpur,2014,6,1,SC,7,RAJENDER KUMAR,ARVP,62,15,218879,0.03,86583,39.56,3.23,SC
SAHARANPUR,Pashchimanchal,GANGOH,Kairana,2014,7,2,GEN,4,HUKUM SINGH,BJP,127082,1,255475,49.74,-56343,-22.05,2.78,GEN
SAHARANPUR,Pashchimanchal,GANGOH,Kairana,2014,7,2,GEN,3,NAHID HASAN,SP,70739,2,255475,27.69,56343,22.05,2.78,GEN
SAHARANPUR,Pashchimanchal,GANGOH,Kairana,2014,7,2,GEN,2,KANWAR HASAN,BSP,44749,3,255475,17.52,82333,32.22,2.78,GEN
SAHARANPUR,Pashchimanchal,GANGOH,Kairana,2014,7,2,GEN,1,KARTAR SINGH BHADANA,RLD,7895,4,255475,3.09,119187,46.65,2.78,GEN
SAHARANPUR,Pashchimanchal,GANGOH,Kairana,2014,7,2,GEN,5,DIVAKAR KASHYAP,AITC,1477,5,255475,0.58,125605,49.16,2.78,GEN
SAHARANPUR,Pashchimanchal,GANGOH,Kairana,2014,7,2,GEN,12,None of the Above,NOTA,927,6,255475,0.36,126155,49.38,2.78,
SAHARANPUR,Pashchimanchal,GANGOH,Kairana,2014,7,2,GEN,10,KRISHANPAL,IND,786,7,255475,0.31,126296,49.43,2.78,GEN
SAHARANPUR,Pashchimanchal,GANGOH,Kairana,2014,7,2,GEN,9,SUNIL KUMAR KASANA,AAAP,624,8,255475,0.24,126458,49.5,2.78,GEN
SAHARANPUR,Pashchimanchal,GANGOH,Kairana,2014,7,2,GEN,11,MOHANLAL,IND,473,9,255475,0.19,126609,49.55,2.78,GEN
SAHARANPUR,Pashchimanchal,GANGOH,Kairana,2014,7,2,GEN,7,RAMKARAN KASHYAP,BaVaP,280,10,255475,0.11,126802,49.63,2.78,GEN
SAHARANPUR,Pashchimanchal,GANGOH,Kairana,2014,7,2,GEN,6,PARDIP,BMUP,238,11,255475,0.09,126844,49.65,2.78,GEN
SAHARANPUR,Pashchimanchal,GANGOH,Kairana,2014,7,2,GEN,8,SUNITA,JD(U),205,12,255475,0.08,126877,49.66,2.78,GEN
PRABUDDHA NAGAR,Pashchimanchal,KAIRANA,Kairana,2014,8,2,GEN,4,HUKUM SINGH,BJP,100462,1,207682,48.37,-26629,-12.82,2.7,GEN
PRABUDDHA NAGAR,Pashchimanchal,KAIRANA,Kairana,2014,8,2,GEN,3,NAHID HASAN,SP,73833,2,207682,35.55,26629,12.82,2.7,GEN
PRABUDDHA NAGAR,Pashchimanchal,KAIRANA,Kairana,2014,8,2,GEN,2,KANWAR HASAN,BSP,23741,3,207682,11.43,76721,36.94,2.7,GEN
PRABUDDHA NAGAR,Pashchimanchal,KAIRANA,Kairana,2014,8,2,GEN,1,KARTAR SINGH BHADANA,RLD,5487,4,207682,2.64,94975,45.73,2.7,GEN
PRABUDDHA NAGAR,Pashchimanchal,KAIRANA,Kairana,2014,8,2,GEN,5,DIVAKAR KASHYAP,AITC,1335,5,207682,0.64,99127,47.73,2.7,GEN
PRABUDDHA NAGAR,Pashchimanchal,KAIRANA,Kairana,2014,8,2,GEN,12,None of the Above,NOTA,735,6,207682,0.35,99727,48.02,2.7,
PRABUDDHA NAGAR,Pashchimanchal,KAIRANA,Kairana,2014,8,2,GEN,10,KRISHANPAL,IND,535,7,207682,0.26,99927,48.11,2.7,GEN
PRABUDDHA NAGAR,Pashchimanchal,KAIRANA,Kairana,2014,8,2,GEN,7,RAMKARAN KASHYAP,BaVaP,485,8,207682,0.23,99977,48.14,2.7,GEN
PRABUDDHA NAGAR,Pashchimanchal,KAIRANA,Kairana,2014,8,2,GEN,9,SUNIL KUMAR KASANA,AAAP,431,9,207682,0.21,100031,48.16,2.7,GEN
PRABUDDHA NAGAR,Pashchimanchal,KAIRANA,Kairana,2014,8,2,GEN,11,MOHANLAL,IND,314,10,207682,0.15,100148,48.22,2.7,GEN
PRABUDDHA NAGAR,Pashchimanchal,KAIRANA,Kairana,2014,8,2,GEN,6,PARDIP,BMUP,167,11,207682,0.08,100295,48.29,2.7,GEN
PRABUDDHA NAGAR,Pashchimanchal,KAIRANA,Kairana,2014,8,2,GEN,8,SUNITA,JD(U),157,12,207682,0.08,100305,48.29,2.7,GEN
PRABUDDHA NAGAR,Pashchimanchal,THANA BHAWAN,Kairana,2014,9,2,GEN,4,HUKUM SINGH,BJP,105853,1,203879,51.92,-47089,-23.1,2.78,GEN
PRABUDDHA NAGAR,Pashchimanchal,THANA BHAWAN,Kairana,2014,9,2,GEN,3,NAHID HASAN,SP,58764,2,203879,28.82,47089,23.1,2.78,GEN
PRABUDDHA NAGAR,Pashchimanchal,THANA BHAWAN,Kairana,2014,9,2,GEN,2,KANWAR HASAN,BSP,23102,3,203879,11.33,82751,40.59,2.78,GEN
PRABUDDHA NAGAR,Pashchimanchal,THANA BHAWAN,Kairana,2014,9,2,GEN,1,KARTAR SINGH BHADANA,RLD,12407,4,203879,6.09,93446,45.83,2.78,GEN
PRABUDDHA NAGAR,Pashchimanchal,THANA BHAWAN,Kairana,2014,9,2,GEN,5,DIVAKAR KASHYAP,AITC,1375,5,203879,0.67,104478,51.25,2.78,GEN
PRABUDDHA NAGAR,Pashchimanchal,THANA BHAWAN,Kairana,2014,9,2,GEN,12,None of the Above,NOTA,670,6,203879,0.33,105183,51.59,2.78,
PRABUDDHA NAGAR,Pashchimanchal,THANA BHAWAN,Kairana,2014,9,2,GEN,9,SUNIL KUMAR KASANA,AAAP,457,7,203879,0.22,105396,51.7,2.78,GEN
PRABUDDHA NAGAR,Pashchimanchal,THANA BHAWAN,Kairana,2014,9,2,GEN,10,KRISHANPAL,IND,445,8,203879,0.22,105408,51.7,2.78,GEN
PRABUDDHA NAGAR,Pashchimanchal,THANA BHAWAN,Kairana,2014,9,2,GEN,11,MOHANLAL,IND,246,9,203879,0.12,105607,51.8,2.78,GEN
PRABUDDHA NAGAR,Pashchimanchal,THANA BHAWAN,Kairana,2014,9,2,GEN,7,RAMKARAN KASHYAP,BaVaP,201,10,203879,0.1,105652,51.82,2.78,GEN
PRABUDDHA NAGAR,Pashchimanchal,THANA BHAWAN,Kairana,2014,9,2,GEN,8,SUNITA,JD(U),187,11,203879,0.09,105666,51.83,2.78,GEN
PRABUDDHA NAGAR,Pashchimanchal,THANA BHAWAN,Kairana,2014,9,2,GEN,6,PARDIP,BMUP,172,12,203879,0.08,105681,51.84,2.78,GEN
PRABUDDHA NAGAR,Pashchimanchal,SHAMLI,Kairana,2014,10,2,GEN,4,HUKUM SINGH,BJP,123091,1,203512,60.48,-71799,-35.28,2.33,GEN
PRABUDDHA NAGAR,Pashchimanchal,SHAMLI,Kairana,2014,10,2,GEN,3,NAHID HASAN,SP,51292,2,203512,25.2,71799,35.28,2.33,GEN
PRABUDDHA NAGAR,Pashchimanchal,SHAMLI,Kairana,2014,10,2,GEN,1,KARTAR SINGH BHADANA,RLD,13068,3,203512,6.42,110023,54.06,2.33,GEN
PRABUDDHA NAGAR,Pashchimanchal,SHAMLI,Kairana,2014,10,2,GEN,2,KANWAR HASAN,BSP,12725,4,203512,6.25,110366,54.23,2.33,GEN
PRABUDDHA NAGAR,Pashchimanchal,SHAMLI,Kairana,2014,10,2,GEN,5,DIVAKAR KASHYAP,AITC,1062,5,203512,0.52,122029,59.96,2.33,GEN
PRABUDDHA NAGAR,Pashchimanchal,SHAMLI,Kairana,2014,10,2,GEN,12,None of the Above,NOTA,625,6,203512,0.31,122466,60.17,2.33,
PRABUDDHA NAGAR,Pashchimanchal,SHAMLI,Kairana,2014,10,2,GEN,9,SUNIL KUMAR KASANA,AAAP,493,7,203512,0.24,122598,60.24,2.33,GEN
PRABUDDHA NAGAR,Pashchimanchal,SHAMLI,Kairana,2014,10,2,GEN,10,KRISHANPAL,IND,420,8,203512,0.21,122671,60.27,2.33,GEN
PRABUDDHA NAGAR,Pashchimanchal,SHAMLI,Kairana,2014,10,2,GEN,8,SUNITA,JD(U),226,9,203512,0.11,122865,60.37,2.33,GEN
PRABUDDHA NAGAR,Pashchimanchal,SHAMLI,Kairana,2014,10,2,GEN,11,MOHANLAL,IND,206,10,203512,0.1,122885,60.38,2.33,GEN
PRABUDDHA NAGAR,Pashchimanchal,SHAMLI,Kairana,2014,10,2,GEN,7,RAMKARAN KASHYAP,BaVaP,163,11,203512,0.08,122928,60.4,2.33,GEN
PRABUDDHA NAGAR,Pashchimanchal,SHAMLI,Kairana,2014,10,2,GEN,6,PARDIP,BMUP,141,12,203512,0.07,122950,60.41,2.33,GEN
MUZAFFARNAGAR,Pashchimanchal,BUDHANA,Muzaffarnagar,2014,11,3,GEN,4,(DR.) SANJEEV KUMAR BALYAN,BJP,150650,1,244912,61.51,-91041,-37.17,2.22,GEN
MUZAFFARNAGAR,Pashchimanchal,BUDHANA,Muzaffarnagar,2014,11,3,GEN,3,VIRENDER SINGH,SP,59609,2,244912,24.34,91041,37.17,2.22,GEN
MUZAFFARNAGAR,Pashchimanchal,BUDHANA,Muzaffarnagar,2014,11,3,GEN,1,KADIR RANA,BSP,27565,3,244912,11.26,123085,50.25,2.22,GEN
MUZAFFARNAGAR,Pashchimanchal,BUDHANA,Muzaffarnagar,2014,11,3,GEN,2,PANKAJ AGARWAL,INC,1362,4,244912,0.56,149288,60.95,2.22,GEN
MUZAFFARNAGAR,Pashchimanchal,BUDHANA,Muzaffarnagar,2014,11,3,GEN,10,RAJESH DEVI ALIAS RADHIKA BALIYAN,AITC,864,5,244912,0.35,149786,61.16,2.22,GEN
MUZAFFARNAGAR,Pashchimanchal,BUDHANA,Muzaffarnagar,2014,11,3,GEN,20,None of the Above,NOTA,862,6,244912,0.35,149788,61.16,2.22,
MUZAFFARNAGAR,Pashchimanchal,BUDHANA,Muzaffarnagar,2014,11,3,GEN,16,PHOOL SINGH PAL,IND,678,7,244912,0.28,149972,61.23,2.22,GEN
MUZAFFARNAGAR,Pashchimanchal,BUDHANA,Muzaffarnagar,2014,11,3,GEN,19,SHANDAR GUFRAN,IND,517,8,244912,0.21,150133,61.3,2.22,GEN
MUZAFFARNAGAR,Pashchimanchal,BUDHANA,Muzaffarnagar,2014,11,3,GEN,17,RAKESH,IND,501,9,244912,0.2,150149,61.31,2.22,GEN
MUZAFFARNAGAR,Pashchimanchal,BUDHANA,Muzaffarnagar,2014,11,3,GEN,5,ANIL KUMAR,BMUP,496,10,244912,0.2,150154,61.31,2.22,SC
MUZAFFARNAGAR,Pashchimanchal,BUDHANA,Muzaffarnagar,2014,11,3,GEN,13,GUFRAN AHMAD,IND,411,11,244912,0.17,150239,61.34,2.22,GEN
MUZAFFARNAGAR,Pashchimanchal,BUDHANA,Muzaffarnagar,2014,11,3,GEN,8,MOHAMMED YAMIN,AAAP,353,12,244912,0.14,150297,61.37,2.22,GEN
MUZAFFARNAGAR,Pashchimanchal,BUDHANA,Muzaffarnagar,2014,11,3,GEN,14,JAGBIR SINGH,IND,258,13,244912,0.11,150392,61.4,2.22,SC
MUZAFFARNAGAR,Pashchimanchal,BUDHANA,Muzaffarnagar,2014,11,3,GEN,12,ANKUR,IND,190,14,244912,0.08,150460,61.43,2.22,GEN
MUZAFFARNAGAR,Pashchimanchal,BUDHANA,Muzaffarnagar,2014,11,3,GEN,15,NASEEM AHMAD ANSARI,IND,146,15,244912,0.06,150504,61.45,2.22,GEN
MUZAFFARNAGAR,Pashchimanchal,BUDHANA,Muzaffarnagar,2014,11,3,GEN,18,SHABNAM,IND,116,16,244912,0.05,150534,61.46,2.22,GEN
MUZAFFARNAGAR,Pashchimanchal,BUDHANA,Muzaffarnagar,2014,11,3,GEN,9,MO. YAMIN,AIRSP,100,17,244912,0.04,150550,61.47,2.22,GEN
MUZAFFARNAGAR,Pashchimanchal,BUDHANA,Muzaffarnagar,2014,11,3,GEN,11,LALIT CHAUHAN,JD(U),87,18,244912,0.04,150563,61.47,2.22,GEN
MUZAFFARNAGAR,Pashchimanchal,BUDHANA,Muzaffarnagar,2014,11,3,GEN,7,MANGE RAM KASHYAP,MKUP,75,19,244912,0.03,150575,61.48,2.22,GEN
MUZAFFARNAGAR,Pashchimanchal,BUDHANA,Muzaffarnagar,2014,11,3,GEN,6,CHATAR SINGH KASHYAP,VAJP,72,20,244912,0.03,150578,61.48,2.22,GEN
