District,Region,AC Name,PC Name,Year,AC No,PC No,Constituency_Type,CandID,Candidate,Party,Votes,Rank,Valid_Votes,Vote_Share_Percentage,Margin,Margin_Percentage,ENOP,Candidate_Type
AMBEDKAR NAGAR,AVADH,AKBARPUR,Ambedkar Nagar,2019,281,55,GEN,11,Rakesh,SBSP,4615,3,198490,2.33,94621,47.67,2.27,
AMBEDKAR NAGAR,AVADH,AKBARPUR,Ambedkar Nagar,2019,281,55,GEN,1,None of the Above,NOTA,2190,4,198490,1.1,97046,48.9,2.27,
AMBEDKAR NAGAR,AVADH,AKBARPUR,Ambedkar Nagar,2019,281,55,GEN,4,Taigar Ramnihor Patel 'Ratnashah',IND,1255,5,198490,0.63,97981,49.37,2.27,
AMBEDKAR NAGAR,AVADH,AKBARPUR,Ambedkar Nagar,2019,281,55,GEN,3,Sushila Dinkar,BMUP,1161,6,198490,0.58,98075,49.42,2.27,
AMBEDKAR NAGAR,AVADH,AKBARPUR,Ambedkar Nagar,2019,281,55,GEN,12,Ayodhya,BHAPRAP,942,7,198490,0.47,98294,49.53,2.27,
AMBEDKAR NAGAR,AVADH,AKBARPUR,Ambedkar Nagar,2019,281,55,GEN,2,Ashutosh,MADP,760,8,198490,0.38,98476,49.62,2.27,
AMBEDKAR NAGAR,AVADH,AKBARPUR,Ambedkar Nagar,2019,281,55,GEN,6,Parshuram Patel,HND,582,9,198490,0.29,98654,49.71,2.27,
AMBEDKAR NAGAR,AVADH,AKBARPUR,Ambedkar Nagar,2019,281,55,GEN,7,Premnath Nishad,PSPL,444,10,198490,0.22,98792,49.78,2.27,GEN
AMBEDKAR NAGAR,AVADH,AKBARPUR,Ambedkar Nagar,2019,281,55,GEN,5,Ram Singar,VPI,440,11,198490,0.22,98796,49.78,2.27,
AMBEDKAR NAGAR,AVADH,AKBARPUR,Ambedkar Nagar,2019,281,55,GEN,10,Mastram Kori,SWAJANPA,427,12,198490,0.22,98809,49.78,2.27,
BAHRAICH,AVADH,BALHA,Bahraich,2019,282,56,SC,2,AKSHAIBAR LAL,BJP,117080,1,209741,55.82,-35474,-16.91,2.17,SC
BAHRAICH,AVADH,BALHA,Bahraich,2019,282,56,SC,3,SHABBIR BALMIKI,SP,81606,2,209741,38.91,35474,16.91,2.17,SC
BAHRAICH,AVADH,BALHA,Bahraich,2019,282,56,SC,4,SAVITRI BAI PHULE,INC,3905,3,209741,1.86,113175,53.96,2.17,SC
BAHRAICH,AVADH,BALHA,Bahraich,2019,282,56,SC,1,None of the Above,NOTA,2950,4,209741,1.41,114130,54.41,2.17,
BAHRAICH,AVADH,BALHA,Bahraich,2019,282,56,SC,9,JANARDAN GOND,IND,1205,5,209741,0.57,115875,55.25,2.17,SC
BAHRAICH,AVADH,BALHA,Bahraich,2019,282,56,SC,11,SHIVNANDAN,IND,862,6,209741,0.41,116218,55.41,2.17,SC
BAHRAICH,AVADH,BALHA,Bahraich,2019,282,56,SC,7,RINKU SAHANI,SHS,525,7,209741,0.25,116555,55.57,2.17,SC
BAHRAICH,AVADH,BALHA,Bahraich,2019,282,56,SC,8,JAGDISH KUMAR SINGH,PSPL,474,8,209741,0.23,116606,55.59,2.17,SC
BAHRAICH,AVADH,BALHA,Bahraich,2019,282,56,SC,5,GUR PRASAD,IND,457,9,209741,0.22,116623,55.6,2.17,SC
BAHRAICH,AVADH,BALHA,Bahraich,2019,282,56,SC,6,RAM SAGAR,RTKP,344,10,209741,0.16,116736,55.66,2.17,SC
BAHRAICH,AVADH,BALHA,Bahraich,2019,282,56,SC,10,MAUJILAL,RJAPU,333,11,209741,0.16,116747,55.66,2.17,SC
BAHRAICH,AVADH,NANPARA,Bahraich,2019,283,56,GEN,2,AKSHAIBAR LAL,BJP,98752,1,187877,52.56,-21740,-11.57,2.22,SC
BAHRAICH,AVADH,NANPARA,Bahraich,2019,283,56,GEN,3,SHABBIR BALMIKI,SP,77012,2,187877,40.99,21740,11.57,2.22,SC
BAHRAICH,AVADH,NANPARA,Bahraich,2019,283,56,GEN,4,SAVITRI BAI PHULE,INC,5405,3,187877,2.88,93347,49.68,2.22,SC
BAHRAICH,AVADH,NANPARA,Bahraich,2019,283,56,GEN,1,None of the Above,NOTA,2825,4,187877,1.5,95927,51.06,2.22,
BAHRAICH,AVADH,NANPARA,Bahraich,2019,283,56,GEN,9,JANARDAN GOND,IND,1062,5,187877,0.57,97690,51.99,2.22,SC
BAHRAICH,AVADH,NANPARA,Bahraich,2019,283,56,GEN,11,SHIVNANDAN,IND,697,6,187877,0.37,98055,52.19,2.22,SC
BAHRAICH,AVADH,NANPARA,Bahraich,2019,283,56,GEN,7,RINKU SAHANI,SHS,512,7,187877,0.27,98240,52.29,2.22,SC
BAHRAICH,AVADH,NANPARA,Bahraich,2019,283,56,GEN,8,JAGDISH KUMAR SINGH,PSPL,498,8,187877,0.27,98254,52.29,2.22,SC
BAHRAICH,AVADH,NANPARA,Bahraich,2019,283,56,GEN,5,GUR PRASAD,IND,438,9,187877,0.23,98314,52.33,2.22,SC
BAHRAICH,AVADH,NANPARA,Bahraich,2019,283,56,GEN,10,MAUJILAL,RJAPU,345,10,187877,0.18,98407,52.38,2.22,SC
BAHRAICH,AVADH,NANPARA,Bahraich,2019,283,56,GEN,6,RAM SAGAR,RTKP,331,11,187877,0.18,98421,52.38,2.22,SC
BAHRAICH,AVADH,MATERA,Bahraich,2019,284,56,GEN,3,SHABBIR BALMIKI,SP,87270,1,187004,46.67,-3293,-1.76,2.38,SC
BAHRAICH,AVADH,MATERA,Bahraich,2019,284,56,GEN,2,AKSHAIBAR LAL,BJP,83977,2,187004,44.91,3293,1.76,2.38,SC
BAHRAICH,AVADH,MATERA,Bahraich,2019,284,56,GEN,4,SAVITRI BAI PHULE,INC,9380,3,187004,5.02,77890,41.65,2.38,SC
BAHRAICH,AVADH,MATERA,Bahraich,2019,284,56,GEN,1,None of the Above,NOTA,2558,4,187004,1.37,84712,45.3,2.38,
BAHRAICH,AVADH,MATERA,Bahraich,2019,284,56,GEN,9,JANARDAN GOND,IND,1136,5,187004,0.61,86134,46.06,2.38,SC
BAHRAICH,AVADH,MATERA,Bahraich,2019,284,56,GEN,11,SHIVNANDAN,IND,672,6,187004,0.36,86598,46.31,2.38,SC
BAHRAICH,AVADH,MATERA,Bahraich,2019,284,56,GEN,8,JAGDISH KUMAR SINGH,PSPL,582,7,187004,0.31,86688,46.36,2.38,SC
BAHRAICH,AVADH,MATERA,Bahraich,2019,284,56,GEN,7,RINKU SAHANI,SHS,444,8,187004,0.24,86826,46.43,2.38,SC
BAHRAICH,AVADH,MATERA,Bahraich,2019,284,56,GEN,5,GUR PRASAD,IND,379,9,187004,0.2,86891,46.47,2.38,SC
BAHRAICH,AVADH,MATERA,Bahraich,2019,284,56,GEN,6,RAM SAGAR,RTKP,308,10,187004,0.16,86962,46.51,2.38,SC
BAHRAICH,AVADH,MATERA,Bahraich,2019,284,56,GEN,10,MAUJILAL,RJAPU,298,11,187004,0.16,86972,46.51,2.38,SC
BAHRAICH,AVADH,MAHSI,Bahraich,2019,285,56,GEN,2,AKSHAIBAR LAL,BJP,121929,1,194554,62.67,-58982,-30.32,2.04,SC
BAHRAICH,AVADH,MAHSI,Bahraich,2019,285,56,GEN,3,SHABBIR BALMIKI,SP,62947,2,194554,32.35,58982,30.32,2.04,SC
BAHRAICH,AVADH,MAHSI,Bahraich,2019,285,56,GEN,4,SAVITRI BAI PHULE,INC,2995,3,194554,1.54,118934,61.13,2.04,SC
BAHRAICH,AVADH,MAHSI,Bahraich,2019,285,56,GEN,1,None of the Above,NOTA,2755,4,194554,1.42,119174,61.25,2.04,
BAHRAICH,AVADH,MAHSI,Bahraich,2019,285,56,GEN,9,JANARDAN GOND,IND,968,5,194554,0.5,120961,62.17,2.04,SC
BAHRAICH,AVADH,MAHSI,Bahraich,2019,285,56,GEN,11,SHIVNANDAN,IND,752,6,194554,0.39,121177,62.28,2.04,SC
BAHRAICH,AVADH,MAHSI,Bahraich,2019,285,56,GEN,7,RINKU SAHANI,SHS,523,7,194554,0.27,121406,62.4,2.04,SC
BAHRAICH,AVADH,MAHSI,Bahraich,2019,285,56,GEN,5,GUR PRASAD,IND,505,8,194554,0.26,121424,62.41,2.04,SC
BAHRAICH,AVADH,MAHSI,Bahraich,2019,285,56,GEN,8,JAGDISH KUMAR SINGH,PSPL,465,9,194554,0.24,121464,62.43,2.04,SC
BAHRAICH,AVADH,MAHSI,Bahraich,2019,285,56,GEN,10,MAUJILAL,RJAPU,383,10,194554,0.2,121546,62.47,2.04,SC
BAHRAICH,AVADH,MAHSI,Bahraich,2019,285,56,GEN,6,RAM SAGAR,RTKP,332,11,194554,0.17,121597,62.5,2.04,SC
BAHRAICH,AVADH,BAHRAICH,Bahraich,2019,286,56,GEN,2,AKSHAIBAR LAL,BJP,103774,1,209734,49.48,-15766,-7.52,2.38,SC
BAHRAICH,AVADH,BAHRAICH,Bahraich,2019,286,56,GEN,3,SHABBIR BALMIKI,SP,88008,2,209734,41.96,15766,7.52,2.38,SC
BAHRAICH,AVADH,BAHRAICH,Bahraich,2019,286,56,GEN,4,SAVITRI BAI PHULE,INC,12698,3,209734,6.05,91076,43.43,2.38,SC
BAHRAICH,AVADH,BAHRAICH,Bahraich,2019,286,56,GEN,1,None of the Above,NOTA,2096,4,209734,1,101678,48.48,2.38,
BAHRAICH,AVADH,BAHRAICH,Bahraich,2019,286,56,GEN,9,JANARDAN GOND,IND,808,5,209734,0.39,102966,49.09,2.38,SC
BAHRAICH,AVADH,BAHRAICH,Bahraich,2019,286,56,GEN,11,SHIVNANDAN,IND,541,6,209734,0.26,103233,49.22,2.38,SC
BAHRAICH,AVADH,BAHRAICH,Bahraich,2019,286,56,GEN,8,JAGDISH KUMAR SINGH,PSPL,469,7,209734,0.22,103305,49.26,2.38,SC
BAHRAICH,AVADH,BAHRAICH,Bahraich,2019,286,56,GEN,7,RINKU SAHANI,SHS,419,8,209734,0.2,103355,49.28,2.38,SC
BAHRAICH,AVADH,BAHRAICH,Bahraich,2019,286,56,GEN,5,GUR PRASAD,IND,352,9,209734,0.17,103422,49.31,2.38,SC
BAHRAICH,AVADH,BAHRAICH,Bahraich,2019,286,56,GEN,10,MAUJILAL,RJAPU,303,10,209734,0.14,103471,49.34,2.38,SC
BAHRAICH,AVADH,BAHRAICH,Bahraich,2019,286,56,GEN,6,RAM SAGAR,RTKP,266,11,209734,0.13,103508,49.35,2.38,SC
BAHRAICH,AVADH,PAYAGPUR,Kaiserganj,2019,287,57,GEN,4,Brijbhusan Sharan Singh,BJP,109706,1,198312,55.32,-40485,-20.41,2.33,GEN
BAHRAICH,AVADH,PAYAGPUR,Kaiserganj,2019,287,57,GEN,2,Chandradev Ram Yadav,BSP,69221,2,198312,34.91,40485,20.41,2.33,GEN
BAHRAICH,AVADH,PAYAGPUR,Kaiserganj,2019,287,57,GEN,10,Vinay Kumar Pandey 'Vinnu',INC,9896,3,198312,4.99,99810,50.33,2.33,GEN
BAHRAICH,AVADH,PAYAGPUR,Kaiserganj,2019,287,57,GEN,1,None of the Above,NOTA,3085,4,198312,1.56,106621,53.76,2.33,
BAHRAICH,AVADH,PAYAGPUR,Kaiserganj,2019,287,57,GEN,11,Umesh Kumar,RJAPU,1247,5,198312,0.63,108459,54.69,2.33,
BAHRAICH,AVADH,PAYAGPUR,Kaiserganj,2019,287,57,GEN,9,Shiv Narayan,IND,1023,6,198312,0.52,108683,54.8,2.33,GEN
BAHRAICH,AVADH,PAYAGPUR,Kaiserganj,2019,287,57,GEN,13,Munni,IND,983,7,198312,0.5,108723,54.82,2.33,
BAHRAICH,AVADH,PAYAGPUR,Kaiserganj,2019,287,57,GEN,12,Chandra Prakash Pandey,NAP,703,8,198312,0.35,109003,54.97,2.33,GEN
BAHRAICH,AVADH,PAYAGPUR,Kaiserganj,2019,287,57,GEN,7,Om Prakash Mishra,IND,703,9,198312,0.35,109003,54.97,2.33,GEN
BAHRAICH,AVADH,PAYAGPUR,Kaiserganj,2019,287,57,GEN,8,Santosh,BHAPRAP,453,10,198312,0.23,109253,55.09,2.33,
BAHRAICH,AVADH,PAYAGPUR,Kaiserganj,2019,287,57,GEN,3,Dhananjay Sharma,PSPL,452,11,198312,0.23,109254,55.09,2.33,GEN
BAHRAICH,AVADH,PAYAGPUR,Kaiserganj,2019,287,57,GEN,6,Vajid,AJPI,451,12,198312,0.23,109255,55.09,2.33,
BAHRAICH,AVADH,PAYAGPUR,Kaiserganj,2019,287,57,GEN,5,Pramod Kumar,SAKSP,389,13,198312,0.2,109317,55.12,2.33,GEN
BAHRAICH,AVADH,KAISERGANJ,Kaiserganj,2019,288,57,GEN,2,Chandradev Ram Yadav,BSP,96308,1,205230,46.93,-289,-0.14,2.27,GEN
BAHRAICH,AVADH,KAISERGANJ,Kaiserganj,2019,288,57,GEN,4,Brijbhusan Sharan Singh,BJP,96019,2,205230,46.79,289,0.14,2.27,GEN
BAHRAICH,AVADH,KAISERGANJ,Kaiserganj,2019,288,57,GEN,10,Vinay Kumar Pandey 'Vinnu',INC,4108,3,205230,2,92200,44.93,2.27,GEN
BAHRAICH,AVADH,KAISERGANJ,Kaiserganj,2019,288,57,GEN,1,None of the Above,NOTA,2951,4,205230,1.44,93357,45.49,2.27,
BAHRAICH,AVADH,KAISERGANJ,Kaiserganj,2019,288,57,GEN,11,Umesh Kumar,RJAPU,1265,5,205230,0.62,95043,46.31,2.27,
BAHRAICH,AVADH,KAISERGANJ,Kaiserganj,2019,288,57,GEN,13,Munni,IND,974,6,205230,0.47,95334,46.46,2.27,
BAHRAICH,AVADH,KAISERGANJ,Kaiserganj,2019,288,57,GEN,9,Shiv Narayan,IND,903,7,205230,0.44,95405,46.49,2.27,GEN
BAHRAICH,AVADH,KAISERGANJ,Kaiserganj,2019,288,57,GEN,12,Chandra Prakash Pandey,NAP,610,8,205230,0.3,95698,46.63,2.27,GEN
BAHRAICH,AVADH,KAISERGANJ,Kaiserganj,2019,288,57,GEN,7,Om Prakash Mishra,IND,570,9,205230,0.28,95738,46.65,2.27,GEN
BAHRAICH,AVADH,KAISERGANJ,Kaiserganj,2019,288,57,GEN,8,Santosh,BHAPRAP,406,10,205230,0.2,95902,46.73,2.27,
BAHRAICH,AVADH,KAISERGANJ,Kaiserganj,2019,288,57,GEN,6,Vajid,AJPI,406,11,205230,0.2,95902,46.73,2.27,
BAHRAICH,AVADH,KAISERGANJ,Kaiserganj,2019,288,57,GEN,3,Dhananjay Sharma,PSPL,376,12,205230,0.18,95932,46.75,2.27,GEN
BAHRAICH,AVADH,KAISERGANJ,Kaiserganj,2019,288,57,GEN,5,Pramod Kumar,SAKSP,334,13,205230,0.16,95974,46.77,2.27,GEN
SHRAVASTI,AVADH,BHINGA,Shrawasti,2019,289,58,GEN,4,RAM SHIROMANI,BSP,104681,1,214186,48.87,-18067,-8.43,2.5,
SHRAVASTI,AVADH,BHINGA,Shrawasti,2019,289,58,GEN,7,DADDAN MISHRA,BJP,86614,2,214186,40.44,18067,8.43,2.5,GEN
SHRAVASTI,AVADH,BHINGA,Shrawasti,2019,289,58,GEN,2,DHIRENDRA PRATAP SINGH,INC,6796,3,214186,3.17,97885,45.7,2.5,
SHRAVASTI,AVADH,BHINGA,Shrawasti,2019,289,58,GEN,1,None of the Above,NOTA,4659,4,214186,2.18,100022,46.69,2.5,
SHRAVASTI,AVADH,BHINGA,Shrawasti,2019,289,58,GEN,5,NABBAN KHAN,CPI,3022,5,214186,1.41,101659,47.46,2.5,
SHRAVASTI,AVADH,BHINGA,Shrawasti,2019,289,58,GEN,10,UGRASEN SINGH,IND,2035,6,214186,0.95,102646,47.92,2.5,
SHRAVASTI,AVADH,BHINGA,Shrawasti,2019,289,58,GEN,3,RAJWANT SINGH,SHS,1988,7,214186,0.93,102693,47.94,2.5,
SHRAVASTI,AVADH,BHINGA,Shrawasti,2019,289,58,GEN,6,BALMUKUND,IND,1603,8,214186,0.75,103078,48.12,2.5,
SHRAVASTI,AVADH,BHINGA,Shrawasti,2019,289,58,GEN,8,RAM KUMAR PANDEY,HND,987,9,214186,0.46,103694,48.41,2.5,
SHRAVASTI,AVADH,BHINGA,Shrawasti,2019,289,58,GEN,11,ARJUN,IND,962,10,214186,0.45,103719,48.42,2.5,
SHRAVASTI,AVADH,BHINGA,Shrawasti,2019,289,58,GEN,9,HANOMAN PRASAD MISHRA,KMSP,839,11,214186,0.39,103842,48.48,2.5,
SHRAVASTI,AVADH,SHRAWASTI,Shrawasti,2019,290,58,GEN,4,RAM SHIROMANI,BSP,113981,1,236208,48.25,-14967,-6.33,2.44,
SHRAVASTI,AVADH,SHRAWASTI,Shrawasti,2019,290,58,GEN,7,DADDAN MISHRA,BJP,99014,2,236208,41.92,14967,6.33,2.44,GEN
SHRAVASTI,AVADH,SHRAWASTI,Shrawasti,2019,290,58,GEN,2,DHIRENDRA PRATAP SINGH,INC,8224,3,236208,3.48,105757,44.77,2.44,
SHRAVASTI,AVADH,SHRAWASTI,Shrawasti,2019,290,58,GEN,1,None of the Above,NOTA,4398,4,236208,1.86,109583,46.39,2.44,
SHRAVASTI,AVADH,SHRAWASTI,Shrawasti,2019,290,58,GEN,5,NABBAN KHAN,CPI,2662,5,236208,1.13,111319,47.12,2.44,
SHRAVASTI,AVADH,SHRAWASTI,Shrawasti,2019,290,58,GEN,3,RAJWANT SINGH,SHS,2051,6,236208,0.87,111930,47.38,2.44,
SHRAVASTI,AVADH,SHRAWASTI,Shrawasti,2019,290,58,GEN,10,UGRASEN SINGH,IND,1665,7,236208,0.7,112316,47.55,2.44,
SHRAVASTI,AVADH,SHRAWASTI,Shrawasti,2019,290,58,GEN,6,BALMUKUND,IND,1324,8,236208,0.56,112657,47.69,2.44,
SHRAVASTI,AVADH,SHRAWASTI,Shrawasti,2019,290,58,GEN,8,RAM KUMAR PANDEY,HND,1230,9,236208,0.52,112751,47.73,2.44,
SHRAVASTI,AVADH,SHRAWASTI,Shrawasti,2019,290,58,GEN,11,ARJUN,IND,868,10,236208,0.37,113113,47.88,2.44,
SHRAVASTI,AVADH,SHRAWASTI,Shrawasti,2019,290,58,GEN,9,HANOMAN PRASAD MISHRA,KMSP,791,11,236208,0.33,113190,47.92,2.44,
BALRAMPUR,AVADH,TULSIPUR,Shrawasti,2019,291,58,GEN,7,DADDAN MISHRA,BJP,82510,1,179849,45.88,-6703,-3.73,2.56,GEN
BALRAMPUR,AVADH,TULSIPUR,Shrawasti,2019,291,58,GEN,4,RAM SHIROMANI,BSP,75807,2,179849,42.15,6703,3.73,2.56,
BALRAMPUR,AVADH,TULSIPUR,Shrawasti,2019,291,58,GEN,2,DHIRENDRA PRATAP SINGH,INC,10762,3,179849,5.98,71748,39.9,2.56,
BALRAMPUR,AVADH,TULSIPUR,Shrawasti,2019,291,58,GEN,1,None of the Above,NOTA,3026,4,179849,1.68,79484,44.2,2.56,
BALRAMPUR,AVADH,TULSIPUR,Shrawasti,2019,291,58,GEN,5,NABBAN KHAN,CPI,2346,5,179849,1.3,80164,44.58,2.56,
BALRAMPUR,AVADH,TULSIPUR,Shrawasti,2019,291,58,GEN,10,UGRASEN SINGH,IND,1332,6,179849,0.74,81178,45.14,2.56,
BALRAMPUR,AVADH,TULSIPUR,Shrawasti,2019,291,58,GEN,3,RAJWANT SINGH,SHS,1232,7,179849,0.69,81278,45.19,2.56,
BALRAMPUR,AVADH,TULSIPUR,Shrawasti,2019,291,58,GEN,6,BALMUKUND,IND,874,8,179849,0.49,81636,45.39,2.56,
BALRAMPUR,AVADH,TULSIPUR,Shrawasti,2019,291,58,GEN,8,RAM KUMAR PANDEY,HND,806,9,179849,0.45,81704,45.43,2.56,
BALRAMPUR,AVADH,TULSIPUR,Shrawasti,2019,291,58,GEN,11,ARJUN,IND,581,10,179849,0.32,81929,45.56,2.56,
BALRAMPUR,AVADH,TULSIPUR,Shrawasti,2019,291,58,GEN,9,HANOMAN PRASAD MISHRA,KMSP,573,11,179849,0.32,81937,45.56,2.56,
BALRAMPUR,AVADH,GAINSARI,Shrawasti,2019,292,58,GEN,4,RAM SHIROMANI,BSP,80337,1,175445,45.79,-7301,-4.16,2.56,
BALRAMPUR,AVADH,GAINSARI,Shrawasti,2019,292,58,GEN,7,DADDAN MISHRA,BJP,73036,2,175445,41.63,7301,4.16,2.56,GEN
BALRAMPUR,AVADH,GAINSARI,Shrawasti,2019,292,58,GEN,2,DHIRENDRA PRATAP SINGH,INC,12827,3,175445,7.31,67510,38.48,2.56,
BALRAMPUR,AVADH,GAINSARI,Shrawasti,2019,292,58,GEN,1,None of the Above,NOTA,2269,4,175445,1.29,78068,44.5,2.56,
BALRAMPUR,AVADH,GAINSARI,Shrawasti,2019,292,58,GEN,5,NABBAN KHAN,CPI,2266,5,175445,1.29,78071,44.5,2.56,
BALRAMPUR,AVADH,GAINSARI,Shrawasti,2019,292,58,GEN,3,RAJWANT SINGH,SHS,1149,6,175445,0.65,79188,45.14,2.56,
BALRAMPUR,AVADH,GAINSARI,Shrawasti,2019,292,58,GEN,10,UGRASEN SINGH,IND,1035,7,175445,0.59,79302,45.2,2.56,
BALRAMPUR,AVADH,GAINSARI,Shrawasti,2019,292,58,GEN,6,BALMUKUND,IND,841,8,175445,0.48,79496,45.31,2.56,
BALRAMPUR,AVADH,GAINSARI,Shrawasti,2019,292,58,GEN,8,RAM KUMAR PANDEY,HND,648,9,175445,0.37,79689,45.42,2.56,
BALRAMPUR,AVADH,GAINSARI,Shrawasti,2019,292,58,GEN,11,ARJUN,IND,549,10,175445,0.31,79788,45.48,2.56,
BALRAMPUR,AVADH,GAINSARI,Shrawasti,2019,292,58,GEN,9,HANOMAN PRASAD MISHRA,KMSP,488,11,175445,0.28,79849,45.51,2.56,
BALRAMPUR,AVADH,UTRAULA,Gonda,2019,293,59,GEN,7,KIRTI VARDHAN SINGH ALIAS RAJA BHAIYA,BJP,95678,1,191699,49.91,-13971,-7.29,2.33,GEN
BALRAMPUR,AVADH,UTRAULA,Gonda,2019,293,59,GEN,2,VINOD KUMAR ALIAS PANDIT SINGH,SP,81707,2,191699,42.62,13971,7.29,2.33,GEN
BALRAMPUR,AVADH,UTRAULA,Gonda,2019,293,59,GEN,8,SMT KRISHNA PATEL,INC,5224,3,191699,2.73,90454,47.18,2.33,GEN
BALRAMPUR,AVADH,UTRAULA,Gonda,2019,293,59,GEN,1,None of the Above,NOTA,1625,4,191699,0.85,94053,49.06,2.33,
BALRAMPUR,AVADH,UTRAULA,Gonda,2019,293,59,GEN,5,"QUTUBUDDIN KHAN """"""""DIMOND""""""""",PSPL,1250,5,191699,0.65,94428,49.26,2.33,GEN
BALRAMPUR,AVADH,UTRAULA,Gonda,2019,293,59,GEN,12,MAHESH SINGH,IND,1084,6,191699,0.57,94594,49.34,2.33,
BALRAMPUR,AVADH,UTRAULA,Gonda,2019,293,59,GEN,13,ASMAN DATT MISHRA,BHAPRAP,775,7,191699,0.4,94903,49.51,2.33,GEN
BALRAMPUR,AVADH,UTRAULA,Gonda,2019,293,59,GEN,3,DHANI RAM CHAUDHRI,RJBP,621,8,191699,0.32,95057,49.59,2.33,GEN
BALRAMPUR,AVADH,UTRAULA,Gonda,2019,293,59,GEN,10,NARENDRA SINGH,IND,605,9,191699,0.32,95073,49.59,2.33,GEN
BALRAMPUR,AVADH,UTRAULA,Gonda,2019,293,59,GEN,16,MUBARAK ALI,AIFB,552,10,191699,0.29,95126,49.62,2.33,
BALRAMPUR,AVADH,UTRAULA,Gonda,2019,293,59,GEN,14,MO. ARBI,IND,518,11,191699,0.27,95160,49.64,2.33,
BALRAMPUR,AVADH,UTRAULA,Gonda,2019,293,59,GEN,15,RADHEY SHYAM ALIAS PAPPU RAJBHAR,SBSP,504,12,191699,0.26,95174,49.65,2.33,GEN
BALRAMPUR,AVADH,UTRAULA,Gonda,2019,293,59,GEN,9,VINOD KUMAR SINGH,IND,500,13,191699,0.26,95178,49.65,2.33,
BALRAMPUR,AVADH,UTRAULA,Gonda,2019,293,59,GEN,4,HAFIZ ALI,PECP,392,14,191699,0.2,95286,49.71,2.33,
BALRAMPUR,AVADH,UTRAULA,Gonda,2019,293,59,GEN,11,PEER ALI KHAN,KMSP,370,15,191699,0.19,95308,49.72,2.33,
BALRAMPUR,AVADH,UTRAULA,Gonda,2019,293,59,GEN,6,MOHD. JAVED ANSARI,VMSKP,294,16,191699,0.15,95384,49.76,2.33,
BALRAMPUR,AVADH,BALRAMPUR,Shrawasti,2019,294,58,SC,7,DADDAN MISHRA,BJP,95054,1,190798,49.82,-28355,-14.86,2.63,GEN
BALRAMPUR,AVADH,BALRAMPUR,Shrawasti,2019,294,58,SC,4,RAM SHIROMANI,BSP,66699,2,190798,34.96,28355,14.86,2.63,
BALRAMPUR,AVADH,BALRAMPUR,Shrawasti,2019,294,58,SC,2,DHIRENDRA PRATAP SINGH,INC,19405,3,190798,10.17,75649,39.65,2.63,
BALRAMPUR,AVADH,BALRAMPUR,Shrawasti,2019,294,58,SC,1,None of the Above,NOTA,2752,4,190798,1.44,92302,48.38,2.63,
BALRAMPUR,AVADH,BALRAMPUR,Shrawasti,2019,294,58,SC,5,NABBAN KHAN,CPI,2366,5,190798,1.24,92688,48.58,2.63,
BALRAMPUR,AVADH,BALRAMPUR,Shrawasti,2019,294,58,SC,3,RAJWANT SINGH,SHS,1059,6,190798,0.56,93995,49.26,2.63,
BALRAMPUR,AVADH,BALRAMPUR,Shrawasti,2019,294,58,SC,10,UGRASEN SINGH,IND,997,7,190798,0.52,94057,49.3,2.63,
BALRAMPUR,AVADH,BALRAMPUR,Shrawasti,2019,294,58,SC,6,BALMUKUND,IND,789,8,190798,0.41,94265,49.41,2.63,
BALRAMPUR,AVADH,BALRAMPUR,Shrawasti,2019,294,58,SC,8,RAM KUMAR PANDEY,HND,654,9,190798,0.34,94400,49.48,2.63,
BALRAMPUR,AVADH,BALRAMPUR,Shrawasti,2019,294,58,SC,11,ARJUN,IND,549,10,190798,0.29,94505,49.53,2.63,
BALRAMPUR,AVADH,BALRAMPUR,Shrawasti,2019,294,58,SC,9,HANOMAN PRASAD MISHRA,KMSP,474,11,190798,0.25,94580,49.57,2.63,
GONDA,AVADH,MEHNAUN,Gonda,2019,295,59,GEN,7,KIRTI VARDHAN SINGH ALIAS RAJA BHAIYA,BJP,111384,1,201091,55.39,-39388,-19.59,2.27,GEN
GONDA,AVADH,MEHNAUN,Gonda,2019,295,59,GEN,2,VINOD KUMAR ALIAS PANDIT SINGH,SP,71996,2,201091,35.8,39388,19.59,2.27,GEN
GONDA,AVADH,MEHNAUN,Gonda,2019,295,59,GEN,8,SMT KRISHNA PATEL,INC,5477,3,201091,2.72,105907,52.67,2.27,GEN
GONDA,AVADH,MEHNAUN,Gonda,2019,295,59,GEN,5,"QUTUBUDDIN KHAN """"""""DIMOND""""""""",PSPL,2346,4,201091,1.17,109038,54.22,2.27,GEN
GONDA,AVADH,MEHNAUN,Gonda,2019,295,59,GEN,1,None of the Above,NOTA,1881,5,201091,0.94,109503,54.45,2.27,
GONDA,AVADH,MEHNAUN,Gonda,2019,295,59,GEN,15,RADHEY SHYAM ALIAS PAPPU RAJBHAR,SBSP,1270,6,201091,0.63,110114,54.76,2.27,GEN
GONDA,AVADH,MEHNAUN,Gonda,2019,295,59,GEN,12,MAHESH SINGH,IND,1251,7,201091,0.62,110133,54.77,2.27,
GONDA,AVADH,MEHNAUN,Gonda,2019,295,59,GEN,13,ASMAN DATT MISHRA,BHAPRAP,837,8,201091,0.42,110547,54.97,2.27,GEN
GONDA,AVADH,MEHNAUN,Gonda,2019,295,59,GEN,10,NARENDRA SINGH,IND,753,9,201091,0.37,110631,55.02,2.27,GEN
